Tue Apr 24 12:17:09 2018,4062,python
Tue Apr 24 12:17:09 2018,4103,Web Content
Tue Apr 24 12:17:09 2018,4257,notify-osd
Tue Apr 24 12:17:09 2018,4303,kworker/0:1
Tue Apr 24 12:17:09 2018,4391,dhclient
Tue Apr 24 12:17:09 2018,4420,kworker/0:2
Tue Apr 24 12:17:09 2018,4586,python
Tue Apr 24 12:17:09 2018,4597,kworker/u2:2
Tue Apr 24 12:17:09 2018,4706,kworker/u2:1
Tue Apr 24 12:17:09 2018,4848,kworker/u2:0
Tue Apr 24 12:17:09 2018,4851,python

time,pid,name
Tue Apr 24 12:17:19 2018,1,systemd
Tue Apr 24 12:17:19 2018,2,kthreadd
Tue Apr 24 12:17:19 2018,3,ksoftirqd/0
Tue Apr 24 12:17:19 2018,5,kworker/0:0H
Tue Apr 24 12:17:19 2018,7,rcu_sched
Tue Apr 24 12:17:19 2018,8,rcu_bh
Tue Apr 24 12:17:19 2018,9,migration/0
Tue Apr 24 12:17:19 2018,10,watchdog/0
Tue Apr 24 12:17:19 2018,11,kdevtmpfs
Tue Apr 24 12:17:19 2018,12,netns
Tue Apr 24 12:17:19 2018,13,perf
Tue Apr 24 12:17:19 2018,14,khungtaskd
Tue Apr 24 12:17:19 2018,15,writeback
Tue Apr 24 12:17:19 2018,16,ksmd
Tue Apr 24 12:17:19 2018,17,khugepaged
Tue Apr 24 12:17:19 2018,18,crypto
Tue Apr 24 12:17:19 2018,19,kintegrityd
Tue Apr 24 12:17:19 2018,20,bioset
Tue Apr 24 12:17:19 2018,21,kblockd
Tue Apr 24 12:17:19 2018,22,ata_sff
Tue Apr 24 12:17:19 2018,23,md
Tue Apr 24 12:17:19 2018,24,devfreq_wq
Tue Apr 24 12:17:19 2018,28,kswapd0
Tue Apr 24 12:17:19 2018,29,vmstat
Tue Apr 24 12:17:19 2018,30,fsnotify_mark
Tue Apr 24 12:17:19 2018,31,ecryptfs-kthrea
Tue Apr 24 12:17:19 2018,47,kthrotld
Tue Apr 24 12:17:19 2018,48,acpi_thermal_pm
Tue Apr 24 12:17:19 2018,49,bioset
Tue Apr 24 12:17:19 2018,50,bioset
Tue Apr 24 12:17:19 2018,51,bioset
Tue Apr 24 12:17:19 2018,52,bioset
Tue Apr 24 12:17:19 2018,53,bioset
Tue Apr 24 12:17:19 2018,54,bioset
Tue Apr 24 12:17:19 2018,55,bioset
Tue Apr 24 12:17:19 2018,56,bioset
Tue Apr 24 12:17:19 2018,57,scsi_eh_0
Tue Apr 24 12:17:19 2018,58,scsi_tmf_0
Tue Apr 24 12:17:19 2018,59,scsi_eh_1
Tue Apr 24 12:17:19 2018,60,scsi_tmf_1
Tue Apr 24 12:17:19 2018,66,ipv6_addrconf
Tue Apr 24 12:17:19 2018,79,deferwq
Tue Apr 24 12:17:19 2018,80,charger_manager
Tue Apr 24 12:17:19 2018,81,bioset
Tue Apr 24 12:17:19 2018,138,kpsmoused
Tue Apr 24 12:17:19 2018,141,kworker/0:1H
Tue Apr 24 12:17:19 2018,142,scsi_eh_2
Tue Apr 24 12:17:19 2018,143,scsi_tmf_2
Tue Apr 24 12:17:19 2018,144,bioset
Tue Apr 24 12:17:19 2018,168,jbd2/sda1-8
Tue Apr 24 12:17:19 2018,169,ext4-rsv-conver
Tue Apr 24 12:17:19 2018,206,kauditd
Tue Apr 24 12:17:19 2018,222,systemd-journald
Tue Apr 24 12:17:19 2018,237,systemd-udevd
Tue Apr 24 12:17:19 2018,398,systemd-timesyncd
Tue Apr 24 12:17:19 2018,531,iprt-VBoxWQueue
Tue Apr 24 12:17:19 2018,565,whoopsie
Tue Apr 24 12:17:19 2018,566,ModemManager
Tue Apr 24 12:17:19 2018,576,accounts-daemon
Tue Apr 24 12:17:19 2018,583,cupsd
Tue Apr 24 12:17:19 2018,602,systemd-logind
Tue Apr 24 12:17:19 2018,607,cron
Tue Apr 24 12:17:19 2018,608,dbus-daemon
Tue Apr 24 12:17:19 2018,632,dbus
Tue Apr 24 12:17:19 2018,633,dbus
Tue Apr 24 12:17:19 2018,636,NetworkManager
Tue Apr 24 12:17:19 2018,638,acpid
Tue Apr 24 12:17:19 2018,641,rsyslogd
Tue Apr 24 12:17:19 2018,644,avahi-daemon
Tue Apr 24 12:17:19 2018,648,avahi-daemon
Tue Apr 24 12:17:19 2018,665,snapd
Tue Apr 24 12:17:19 2018,673,ttm_swap
Tue Apr 24 12:17:19 2018,766,sshd
Tue Apr 24 12:17:19 2018,767,cups-browsed
Tue Apr 24 12:17:19 2018,774,polkitd
Tue Apr 24 12:17:19 2018,790,lightdm
Tue Apr 24 12:17:19 2018,817,agetty
Tue Apr 24 12:17:19 2018,819,Xorg
Tue Apr 24 12:17:19 2018,848,dnsmasq
Tue Apr 24 12:17:19 2018,924,lightdm
Tue Apr 24 12:17:19 2018,930,systemd
Tue Apr 24 12:17:19 2018,932,(sd-pam)
Tue Apr 24 12:17:19 2018,936,upstart
Tue Apr 24 12:17:19 2018,1017,upstart-udev-bridge
Tue Apr 24 12:17:19 2018,1024,dbus-daemon
Tue Apr 24 12:17:19 2018,1036,window-stack-bridge
Tue Apr 24 12:17:19 2018,1053,gnome-keyring-daemon
Tue Apr 24 12:17:19 2018,1073,bamfdaemon
Tue Apr 24 12:17:19 2018,1080,upstart-dbus-bridge
Tue Apr 24 12:17:19 2018,1083,upstart-dbus-bridge
Tue Apr 24 12:17:19 2018,1085,upstart-file-bridge
Tue Apr 24 12:17:19 2018,1087,ibus-daemon
Tue Apr 24 12:17:19 2018,1094,gvfsd
Tue Apr 24 12:17:19 2018,1101,gvfsd-fuse
Tue Apr 24 12:17:19 2018,1103,ibus-dconf
Tue Apr 24 12:17:19 2018,1105,ibus-ui-gtk3
Tue Apr 24 12:17:19 2018,1112,ibus-x11
Tue Apr 24 12:17:19 2018,1119,at-spi-bus-launcher
Tue Apr 24 12:17:19 2018,1125,dbus-daemon
Tue Apr 24 12:17:19 2018,1129,at-spi2-registryd
Tue Apr 24 12:17:19 2018,1140,ibus-engine-simple
Tue Apr 24 12:17:19 2018,1155,gpg-agent
Tue Apr 24 12:17:19 2018,1244,hud-service
Tue Apr 24 12:17:19 2018,1246,unity-settings-daemon
Tue Apr 24 12:17:19 2018,1255,gnome-session-binary
Tue Apr 24 12:17:19 2018,1260,unity-panel-service
Tue Apr 24 12:17:19 2018,1278,upowerd
Tue Apr 24 12:17:19 2018,1289,compiz
Tue Apr 24 12:17:19 2018,1305,indicator-messages-service
Tue Apr 24 12:17:19 2018,1306,indicator-bluetooth-service
Tue Apr 24 12:17:19 2018,1312,indicator-power-service
Tue Apr 24 12:17:19 2018,1315,indicator-datetime-service
Tue Apr 24 12:17:19 2018,1317,indicator-keyboard-service
Tue Apr 24 12:17:19 2018,1318,indicator-sound-service
Tue Apr 24 12:17:19 2018,1319,indicator-printers-service
Tue Apr 24 12:17:19 2018,1320,dconf-service
Tue Apr 24 12:17:19 2018,1321,indicator-session-service
Tue Apr 24 12:17:19 2018,1322,indicator-application-service
Tue Apr 24 12:17:19 2018,1365,evolution-source-registry
Tue Apr 24 12:17:19 2018,1370,pulseaudio
Tue Apr 24 12:17:19 2018,1371,rtkit-daemon
Tue Apr 24 12:17:19 2018,1380,colord
Tue Apr 24 12:17:19 2018,1425,unity-fallback-mount-helper
Tue Apr 24 12:17:19 2018,1430,polkit-gnome-authentication-agent-1
Tue Apr 24 12:17:19 2018,1432,evolution-calendar-factory
Tue Apr 24 12:17:19 2018,1438,nautilus
Tue Apr 24 12:17:19 2018,1439,nm-applet
Tue Apr 24 12:17:19 2018,1468,evolution-calendar-factory-subprocess
Tue Apr 24 12:17:19 2018,1471,gvfs-udisks2-volume-monitor
Tue Apr 24 12:17:19 2018,1476,udisksd
Tue Apr 24 12:17:19 2018,1485,gvfs-gphoto2-volume-monitor
Tue Apr 24 12:17:19 2018,1490,gvfs-afc-volume-monitor
Tue Apr 24 12:17:19 2018,1499,fwupd
Tue Apr 24 12:17:19 2018,1501,gvfs-mtp-volume-monitor
Tue Apr 24 12:17:19 2018,1509,gvfs-goa-volume-monitor
Tue Apr 24 12:17:19 2018,1521,evolution-calendar-factory-subprocess
Tue Apr 24 12:17:19 2018,1523,evolution-addressbook-factory
Tue Apr 24 12:17:19 2018,1526,gvfsd-trash
Tue Apr 24 12:17:19 2018,1536,evolution-addressbook-factory-subprocess
Tue Apr 24 12:17:19 2018,1573,gvfsd-metadata
Tue Apr 24 12:17:19 2018,1610,zeitgeist-datahub
Tue Apr 24 12:17:19 2018,1617,sh
Tue Apr 24 12:17:19 2018,1621,zeitgeist-daemon
Tue Apr 24 12:17:19 2018,1629,zeitgeist-fts
Tue Apr 24 12:17:19 2018,1647,gvfsd-network
Tue Apr 24 12:17:19 2018,1773,gvfsd-dnssd
Tue Apr 24 12:17:19 2018,1883,update-notifier
Tue Apr 24 12:17:19 2018,2206,unity-scope-home
Tue Apr 24 12:17:19 2018,2223,unity-scope-loader
Tue Apr 24 12:17:19 2018,2224,unity-files-daemon
Tue Apr 24 12:17:19 2018,2300,deja-dup-monitor
Tue Apr 24 12:17:19 2018,3143,gedit
Tue Apr 24 12:17:19 2018,3165,firefox
Tue Apr 24 12:17:19 2018,3214,Web Content
Tue Apr 24 12:17:19 2018,3260,Web Content
Tue Apr 24 12:17:19 2018,3398,gnome-terminal-server
Tue Apr 24 12:17:19 2018,3405,bash
Tue Apr 24 12:17:19 2018,4013,python
Tue Apr 24 12:17:19 2018,4062,python
Tue Apr 24 12:17:19 2018,4103,Web Content
Tue Apr 24 12:17:19 2018,4257,notify-osd
Tue Apr 24 12:17:19 2018,4303,kworker/0:1
Tue Apr 24 12:17:19 2018,4391,dhclient
Tue Apr 24 12:17:19 2018,4420,kworker/0:2
Tue Apr 24 12:17:19 2018,4586,python
Tue Apr 24 12:17:19 2018,4597,kworker/u2:2
Tue Apr 24 12:17:19 2018,4706,kworker/u2:1
Tue Apr 24 12:17:19 2018,4848,kworker/u2:0
Tue Apr 24 12:17:19 2018,4851,python

time,pid,name
Tue Apr 24 12:17:30 2018,1,systemd
Tue Apr 24 12:17:30 2018,2,kthreadd
Tue Apr 24 12:17:30 2018,3,ksoftirqd/0
Tue Apr 24 12:17:30 2018,5,kworker/0:0H
Tue Apr 24 12:17:30 2018,7,rcu_sched
Tue Apr 24 12:17:30 2018,8,rcu_bh
Tue Apr 24 12:17:30 2018,9,migration/0
Tue Apr 24 12:17:30 2018,10,watchdog/0
Tue Apr 24 12:17:30 2018,11,kdevtmpfs
Tue Apr 24 12:17:30 2018,12,netns
Tue Apr 24 12:17:30 2018,13,perf
Tue Apr 24 12:17:30 2018,14,khungtaskd
Tue Apr 24 12:17:30 2018,15,writeback
Tue Apr 24 12:17:30 2018,16,ksmd
Tue Apr 24 12:17:30 2018,17,khugepaged
Tue Apr 24 12:17:30 2018,18,crypto
Tue Apr 24 12:17:30 2018,19,kintegrityd
Tue Apr 24 12:17:30 2018,20,bioset
Tue Apr 24 12:17:30 2018,21,kblockd
Tue Apr 24 12:17:30 2018,22,ata_sff
Tue Apr 24 12:17:30 2018,23,md
Tue Apr 24 12:17:30 2018,24,devfreq_wq
Tue Apr 24 12:17:30 2018,28,kswapd0
Tue Apr 24 12:17:30 2018,29,vmstat
Tue Apr 24 12:17:30 2018,30,fsnotify_mark
Tue Apr 24 12:17:30 2018,31,ecryptfs-kthrea
Tue Apr 24 12:17:30 2018,47,kthrotld
Tue Apr 24 12:17:30 2018,48,acpi_thermal_pm
Tue Apr 24 12:17:30 2018,49,bioset
Tue Apr 24 12:17:30 2018,50,bioset
Tue Apr 24 12:17:30 2018,51,bioset
Tue Apr 24 12:17:30 2018,52,bioset
Tue Apr 24 12:17:30 2018,53,bioset
Tue Apr 24 12:17:30 2018,54,bioset
Tue Apr 24 12:17:30 2018,55,bioset
Tue Apr 24 12:17:30 2018,56,bioset
Tue Apr 24 12:17:30 2018,57,scsi_eh_0
Tue Apr 24 12:17:30 2018,58,scsi_tmf_0
Tue Apr 24 12:17:30 2018,59,scsi_eh_1
Tue Apr 24 12:17:30 2018,60,scsi_tmf_1
Tue Apr 24 12:17:30 2018,66,ipv6_addrconf
Tue Apr 24 12:17:30 2018,79,deferwq
Tue Apr 24 12:17:30 2018,80,charger_manager
Tue Apr 24 12:17:30 2018,81,bioset
Tue Apr 24 12:17:30 2018,138,kpsmoused
Tue Apr 24 12:17:30 2018,141,kworker/0:1H
Tue Apr 24 12:17:30 2018,142,scsi_eh_2
Tue Apr 24 12:17:30 2018,143,scsi_tmf_2
Tue Apr 24 12:17:30 2018,144,bioset
Tue Apr 24 12:17:30 2018,168,jbd2/sda1-8
Tue Apr 24 12:17:30 2018,169,ext4-rsv-conver
Tue Apr 24 12:17:30 2018,206,kauditd
Tue Apr 24 12:17:30 2018,222,systemd-journald
Tue Apr 24 12:17:30 2018,237,systemd-udevd
Tue Apr 24 12:17:30 2018,398,systemd-timesyncd
Tue Apr 24 12:17:30 2018,531,iprt-VBoxWQueue
Tue Apr 24 12:17:30 2018,565,whoopsie
Tue Apr 24 12:17:30 2018,566,ModemManager
Tue Apr 24 12:17:30 2018,576,accounts-daemon
Tue Apr 24 12:17:30 2018,583,cupsd
Tue Apr 24 12:17:30 2018,602,systemd-logind
Tue Apr 24 12:17:30 2018,607,cron
Tue Apr 24 12:17:30 2018,608,dbus-daemon
Tue Apr 24 12:17:30 2018,632,dbus
Tue Apr 24 12:17:30 2018,633,dbus
Tue Apr 24 12:17:30 2018,636,NetworkManager
Tue Apr 24 12:17:30 2018,638,acpid
Tue Apr 24 12:17:30 2018,641,rsyslogd
Tue Apr 24 12:17:30 2018,644,avahi-daemon
Tue Apr 24 12:17:30 2018,648,avahi-daemon
Tue Apr 24 12:17:30 2018,665,snapd
Tue Apr 24 12:17:30 2018,673,ttm_swap
Tue Apr 24 12:17:30 2018,766,sshd
Tue Apr 24 12:17:30 2018,767,cups-browsed
Tue Apr 24 12:17:30 2018,774,polkitd
Tue Apr 24 12:17:30 2018,790,lightdm
Tue Apr 24 12:17:30 2018,817,agetty
Tue Apr 24 12:17:30 2018,819,Xorg
Tue Apr 24 12:17:30 2018,848,dnsmasq
Tue Apr 24 12:17:30 2018,924,lightdm
Tue Apr 24 12:17:30 2018,930,systemd
Tue Apr 24 12:17:30 2018,932,(sd-pam)
Tue Apr 24 12:17:30 2018,936,upstart
Tue Apr 24 12:17:30 2018,1017,upstart-udev-bridge
Tue Apr 24 12:17:30 2018,1024,dbus-daemon
Tue Apr 24 12:17:30 2018,1036,window-stack-bridge
Tue Apr 24 12:17:30 2018,1053,gnome-keyring-daemon
Tue Apr 24 12:17:30 2018,1073,bamfdaemon
Tue Apr 24 12:17:30 2018,1080,upstart-dbus-bridge
Tue Apr 24 12:17:30 2018,1083,upstart-dbus-bridge
Tue Apr 24 12:17:30 2018,1085,upstart-file-bridge
Tue Apr 24 12:17:30 2018,1087,ibus-daemon
Tue Apr 24 12:17:30 2018,1094,gvfsd
Tue Apr 24 12:17:30 2018,1101,gvfsd-fuse
Tue Apr 24 12:17:30 2018,1103,ibus-dconf
Tue Apr 24 12:17:30 2018,1105,ibus-ui-gtk3
Tue Apr 24 12:17:30 2018,1112,ibus-x11
Tue Apr 24 12:17:30 2018,1119,at-spi-bus-launcher
Tue Apr 24 12:17:30 2018,1125,dbus-daemon
Tue Apr 24 12:17:30 2018,1129,at-spi2-registryd
Tue Apr 24 12:17:30 2018,1140,ibus-engine-simple
Tue Apr 24 12:17:30 2018,1155,gpg-agent
Tue Apr 24 12:17:30 2018,1244,hud-service
Tue Apr 24 12:17:30 2018,1246,unity-settings-daemon
Tue Apr 24 12:17:30 2018,1255,gnome-session-binary
Tue Apr 24 12:17:30 2018,1260,unity-panel-service
Tue Apr 24 12:17:30 2018,1278,upowerd
Tue Apr 24 12:17:30 2018,1289,compiz
Tue Apr 24 12:17:30 2018,1305,indicator-messages-service
Tue Apr 24 12:17:30 2018,1306,indicator-bluetooth-service
Tue Apr 24 12:17:30 2018,1312,indicator-power-service
Tue Apr 24 12:17:30 2018,1315,indicator-datetime-service
Tue Apr 24 12:17:30 2018,1317,indicator-keyboard-service
Tue Apr 24 12:17:30 2018,1318,indicator-sound-service
Tue Apr 24 12:17:30 2018,1319,indicator-printers-service
Tue Apr 24 12:17:30 2018,1320,dconf-service
Tue Apr 24 12:17:30 2018,1321,indicator-session-service
Tue Apr 24 12:17:30 2018,1322,indicator-application-service
Tue Apr 24 12:17:30 2018,1365,evolution-source-registry
Tue Apr 24 12:17:30 2018,1370,pulseaudio
Tue Apr 24 12:17:30 2018,1371,rtkit-daemon
Tue Apr 24 12:17:30 2018,1380,colord
Tue Apr 24 12:17:30 2018,1425,unity-fallback-mount-helper
Tue Apr 24 12:17:30 2018,1430,polkit-gnome-authentication-agent-1
Tue Apr 24 12:17:30 2018,1432,evolution-calendar-factory
Tue Apr 24 12:17:30 2018,1438,nautilus
Tue Apr 24 12:17:30 2018,1439,nm-applet
Tue Apr 24 12:17:30 2018,1468,evolution-calendar-factory-subprocess
Tue Apr 24 12:17:30 2018,1471,gvfs-udisks2-volume-monitor
Tue Apr 24 12:17:30 2018,1476,udisksd
Tue Apr 24 12:17:30 2018,1485,gvfs-gphoto2-volume-monitor
Tue Apr 24 12:17:30 2018,1490,gvfs-afc-volume-monitor
Tue Apr 24 12:17:30 2018,1499,fwupd
Tue Apr 24 12:17:30 2018,1501,gvfs-mtp-volume-monitor
Tue Apr 24 12:17:30 2018,1509,gvfs-goa-volume-monitor
Tue Apr 24 12:17:30 2018,1521,evolution-calendar-factory-subprocess
Tue Apr 24 12:17:30 2018,1523,evolution-addressbook-factory
Tue Apr 24 12:17:30 2018,1526,gvfsd-trash
Tue Apr 24 12:17:30 2018,1536,evolution-addressbook-factory-subprocess
Tue Apr 24 12:17:30 2018,1573,gvfsd-metadata
Tue Apr 24 12:17:30 2018,1610,zeitgeist-datahub
Tue Apr 24 12:17:30 2018,1617,sh
Tue Apr 24 12:17:30 2018,1621,zeitgeist-daemon
Tue Apr 24 12:17:30 2018,1629,zeitgeist-fts
Tue Apr 24 12:17:30 2018,1647,gvfsd-network
Tue Apr 24 12:17:30 2018,1773,gvfsd-dnssd
Tue Apr 24 12:17:30 2018,1883,update-notifier
Tue Apr 24 12:17:30 2018,2206,unity-scope-home
Tue Apr 24 12:17:30 2018,2223,unity-scope-loader
Tue Apr 24 12:17:30 2018,2224,unity-files-daemon
Tue Apr 24 12:17:30 2018,2300,deja-dup-monitor
Tue Apr 24 12:17:30 2018,3143,gedit
Tue Apr 24 12:17:30 2018,3165,firefox
Tue Apr 24 12:17:30 2018,3214,Web Content
Tue Apr 24 12:17:30 2018,3260,Web Content
Tue Apr 24 12:17:30 2018,3398,gnome-terminal-server
Tue Apr 24 12:17:30 2018,3405,bash
Tue Apr 24 12:17:30 2018,4013,python
Tue Apr 24 12:17:30 2018,4062,python
Tue Apr 24 12:17:30 2018,4103,Web Content
Tue Apr 24 12:17:30 2018,4257,notify-osd
Tue Apr 24 12:17:30 2018,4303,kworker/0:1
Tue Apr 24 12:17:30 2018,4391,dhclient
Tue Apr 24 12:17:30 2018,4420,kworker/0:2
Tue Apr 24 12:17:30 2018,4586,python
Tue Apr 24 12:17:30 2018,4597,kworker/u2:2
Tue Apr 24 12:17:30 2018,4706,kworker/u2:1
Tue Apr 24 12:17:30 2018,4848,kworker/u2:0
Tue Apr 24 12:17:30 2018,4851,python
Tue Apr 24 12:17:30 2018,4902,oosplash
Tue Apr 24 12:17:30 2018,4920,soffice.bin

time,pid,name
Tue Apr 24 12:17:40 2018,1,systemd
Tue Apr 24 12:17:40 2018,2,kthreadd
Tue Apr 24 12:17:40 2018,3,ksoftirqd/0
Tue Apr 24 12:17:40 2018,5,kworker/0:0H
Tue Apr 24 12:17:40 2018,7,rcu_sched
Tue Apr 24 12:17:40 2018,8,rcu_bh
Tue Apr 24 12:17:40 2018,9,migration/0
Tue Apr 24 12:17:40 2018,10,watchdog/0
Tue Apr 24 12:17:40 2018,11,kdevtmpfs
Tue Apr 24 12:17:40 2018,12,netns
Tue Apr 24 12:17:40 2018,13,perf
Tue Apr 24 12:17:40 2018,14,khungtaskd
Tue Apr 24 12:17:40 2018,15,writeback
Tue Apr 24 12:17:40 2018,16,ksmd
Tue Apr 24 12:17:40 2018,17,khugepaged
Tue Apr 24 12:17:40 2018,18,crypto
Tue Apr 24 12:17:40 2018,19,kintegrityd
Tue Apr 24 12:17:40 2018,20,bioset
Tue Apr 24 12:17:40 2018,21,kblockd
Tue Apr 24 12:17:40 2018,22,ata_sff
Tue Apr 24 12:17:40 2018,23,md
Tue Apr 24 12:17:40 2018,24,devfreq_wq
Tue Apr 24 12:17:40 2018,28,kswapd0
Tue Apr 24 12:17:40 2018,29,vmstat
Tue Apr 24 12:17:40 2018,30,fsnotify_mark
Tue Apr 24 12:17:40 2018,31,ecryptfs-kthrea
Tue Apr 24 12:17:40 2018,47,kthrotld
Tue Apr 24 12:17:40 2018,48,acpi_thermal_pm
Tue Apr 24 12:17:40 2018,49,bioset
Tue Apr 24 12:17:40 2018,50,bioset
Tue Apr 24 12:17:40 2018,51,bioset
Tue Apr 24 12:17:40 2018,52,bioset
Tue Apr 24 12:17:40 2018,53,bioset
Tue Apr 24 12:17:40 2018,54,bioset
Tue Apr 24 12:17:40 2018,55,bioset
Tue Apr 24 12:17:40 2018,56,bioset
Tue Apr 24 12:17:40 2018,57,scsi_eh_0
Tue Apr 24 12:17:40 2018,58,scsi_tmf_0
Tue Apr 24 12:17:40 2018,59,scsi_eh_1
Tue Apr 24 12:17:40 2018,60,scsi_tmf_1
Tue Apr 24 12:17:40 2018,66,ipv6_addrconf
Tue Apr 24 12:17:40 2018,79,deferwq
Tue Apr 24 12:17:40 2018,80,charger_manager
Tue Apr 24 12:17:40 2018,81,bioset
Tue Apr 24 12:17:40 2018,138,kpsmoused
Tue Apr 24 12:17:40 2018,141,kworker/0:1H
Tue Apr 24 12:17:40 2018,142,scsi_eh_2
Tue Apr 24 12:17:40 2018,143,scsi_tmf_2
Tue Apr 24 12:17:40 2018,144,bioset
Tue Apr 24 12:17:40 2018,168,jbd2/sda1-8
Tue Apr 24 12:17:40 2018,169,ext4-rsv-conver
Tue Apr 24 12:17:40 2018,206,kauditd
Tue Apr 24 12:17:40 2018,222,systemd-journald
Tue Apr 24 12:17:40 2018,237,systemd-udevd
Tue Apr 24 12:17:40 2018,398,systemd-timesyncd
Tue Apr 24 12:17:40 2018,531,iprt-VBoxWQueue
Tue Apr 24 12:17:40 2018,565,whoopsie
Tue Apr 24 12:17:40 2018,566,ModemManager
Tue Apr 24 12:17:40 2018,576,accounts-daemon
Tue Apr 24 12:17:40 2018,583,cupsd
Tue Apr 24 12:17:40 2018,602,systemd-logind
Tue Apr 24 12:17:40 2018,607,cron
Tue Apr 24 12:17:40 2018,608,dbus-daemon
Tue Apr 24 12:17:40 2018,632,dbus
Tue Apr 24 12:17:40 2018,633,dbus
Tue Apr 24 12:17:40 2018,636,NetworkManager
Tue Apr 24 12:17:40 2018,638,acpid
Tue Apr 24 12:17:40 2018,641,rsyslogd
Tue Apr 24 12:17:40 2018,644,avahi-daemon
Tue Apr 24 12:17:40 2018,648,avahi-daemon
Tue Apr 24 12:17:40 2018,665,snapd
Tue Apr 24 12:17:40 2018,673,ttm_swap
Tue Apr 24 12:17:40 2018,766,sshd
Tue Apr 24 12:17:40 2018,767,cups-browsed
Tue Apr 24 12:17:40 2018,774,polkitd
Tue Apr 24 12:17:40 2018,790,lightdm
Tue Apr 24 12:17:40 2018,817,agetty
Tue Apr 24 12:17:40 2018,819,Xorg
Tue Apr 24 12:17:40 2018,848,dnsmasq
Tue Apr 24 12:17:40 2018,924,lightdm
Tue Apr 24 12:17:40 2018,930,systemd
Tue Apr 24 12:17:40 2018,932,(sd-pam)
Tue Apr 24 12:17:40 2018,936,upstart
Tue Apr 24 12:17:40 2018,1017,upstart-udev-bridge
Tue Apr 24 12:17:40 2018,1024,dbus-daemon
Tue Apr 24 12:17:40 2018,1036,window-stack-bridge
Tue Apr 24 12:17:40 2018,1053,gnome-keyring-daemon
Tue Apr 24 12:17:40 2018,1073,bamfdaemon
Tue Apr 24 12:17:40 2018,1080,upstart-dbus-bridge
Tue Apr 24 12:17:40 2018,1083,upstart-dbus-bridge
Tue Apr 24 12:17:40 2018,1085,upstart-file-bridge
Tue Apr 24 12:17:40 2018,1087,ibus-daemon
Tue Apr 24 12:17:40 2018,1094,gvfsd
Tue Apr 24 12:17:40 2018,1101,gvfsd-fuse
Tue Apr 24 12:17:40 2018,1103,ibus-dconf
Tue Apr 24 12:17:40 2018,1105,ibus-ui-gtk3
Tue Apr 24 12:17:40 2018,1112,ibus-x11
Tue Apr 24 12:17:40 2018,1119,at-spi-bus-launcher
Tue Apr 24 12:17:40 2018,1125,dbus-daemon
Tue Apr 24 12:17:40 2018,1129,at-spi2-registryd
Tue Apr 24 12:17:40 2018,1140,ibus-engine-simple
Tue Apr 24 12:17:40 2018,1155,gpg-agent
Tue Apr 24 12:17:40 2018,1244,hud-service
Tue Apr 24 12:17:40 2018,1246,unity-settings-daemon
Tue Apr 24 12:17:40 2018,1255,gnome-session-binary
Tue Apr 24 12:17:40 2018,1260,unity-panel-service
Tue Apr 24 12:17:40 2018,1278,upowerd
Tue Apr 24 12:17:40 2018,1289,compiz
Tue Apr 24 12:17:40 2018,1305,indicator-messages-service
Tue Apr 24 12:17:40 2018,1306,indicator-bluetooth-service
Tue Apr 24 12:17:40 2018,1312,indicator-power-service
Tue Apr 24 12:17:40 2018,1315,indicator-datetime-service
Tue Apr 24 12:17:40 2018,1317,indicator-keyboard-service
Tue Apr 24 12:17:40 2018,1318,indicator-sound-service
Tue Apr 24 12:17:40 2018,1319,indicator-printers-service
Tue Apr 24 12:17:40 2018,1320,dconf-service
Tue Apr 24 12:17:40 2018,1321,indicator-session-service
Tue Apr 24 12:17:40 2018,1322,indicator-application-service
Tue Apr 24 12:17:40 2018,1365,evolution-source-registry
Tue Apr 24 12:17:40 2018,1370,pulseaudio
Tue Apr 24 12:17:40 2018,1371,rtkit-daemon
Tue Apr 24 12:17:40 2018,1380,colord
Tue Apr 24 12:17:40 2018,1425,unity-fallback-mount-helper
Tue Apr 24 12:17:40 2018,1430,polkit-gnome-authentication-agent-1
Tue Apr 24 12:17:40 2018,1432,evolution-calendar-factory
Tue Apr 24 12:17:40 2018,1438,nautilus
Tue Apr 24 12:17:40 2018,1439,nm-applet
Tue Apr 24 12:17:40 2018,1468,evolution-calendar-factory-subprocess
Tue Apr 24 12:17:40 2018,1471,gvfs-udisks2-volume-monitor
Tue Apr 24 12:17:40 2018,1476,udisksd
Tue Apr 24 12:17:40 2018,1485,gvfs-gphoto2-volume-monitor
Tue Apr 24 12:17:40 2018,1490,gvfs-afc-volume-monitor
Tue Apr 24 12:17:40 2018,1499,fwupd
Tue Apr 24 12:17:40 2018,1501,gvfs-mtp-volume-monitor
Tue Apr 24 12:17:40 2018,1509,gvfs-goa-volume-monitor
Tue Apr 24 12:17:40 2018,1521,evolution-calendar-factory-subprocess
Tue Apr 24 12:17:40 2018,1523,evolution-addressbook-factory
Tue Apr 24 12:17:40 2018,1526,gvfsd-trash
Tue Apr 24 12:17:40 2018,1536,evolution-addressbook-factory-subprocess
Tue Apr 24 12:17:40 2018,1573,gvfsd-metadata
Tue Apr 24 12:17:40 2018,1610,zeitgeist-datahub
Tue Apr 24 12:17:40 2018,1617,sh
Tue Apr 24 12:17:40 2018,1621,zeitgeist-daemon
Tue Apr 24 12:17:40 2018,1629,zeitgeist-fts
Tue Apr 24 12:17:40 2018,1647,gvfsd-network
